causative_agent,outbreak_type,duration
Unknown,Enteric,7
Unknown,Respiratory,12
Unknown,Respiratory,28
Unknown,Respiratory,10
Influenza,Respiratory,17
Influenza,Respiratory,8
Influenza,Respiratory,9
Influenza,Respiratory,7
Influenza,Respiratory,15
Influenza,Respiratory,15
Influenza,Respiratory,9
Unknown,Respiratory,12
Unknown,Respiratory,9
Influenza,Respiratory,8
Unknown,Enteric,6
Influenza,Respiratory,8
RSV,Respiratory,23
Unknown,Respiratory,9
Influenza,Respiratory,14
Clostridium Difficile,Enteric,132
Unknown,Enteric,14
Influenza,Respiratory,14
Unknown,Enteric,41
Unknown,Respiratory,10
Influenza,Respiratory,9
Unknown,Enteric,22
Influenza,Respiratory,13
RSV,Respiratory,18
Unknown,Respiratory,12
Influenza,Respiratory,14
Influenza,Respiratory,9
Influenza,Respiratory,9
Unknown,Respiratory,8
Unknown,Enteric,29
Unknown,Enteric,6
Rhinovirus,Respiratory,15
Rhinovirus,Respiratory,25
Influenza,Respiratory,22
Unknown,Enteric,7
Unknown,Enteric,7
Unknown,Enteric,8
Unknown,Respiratory,10
Unknown,Respiratory,18
Unknown,Enteric,12
Coronavirus,Respiratory,13
Influenza,Respiratory,7
RSV,Respiratory,7
Influenza,Respiratory,8
RSV,Respiratory,9
Influenza,Respiratory,9
Rhinovirus,Respiratory,16
Rhinovirus,Respiratory,14
Unknown,Enteric,14
Influenza,Respiratory,8
Unknown,Enteric,8
Rhinovirus,Respiratory,11
Influenza,Respiratory,16
Unknown,Enteric,10
Unknown,Respiratory,9
Unknown,Enteric,11
Rhinovirus,Respiratory,8
Influenza,Respiratory,15
Influenza,Respiratory,15
Rhinovirus,Respiratory,9
RSV,Respiratory,16
Unknown,Enteric,17
Rhinovirus,Respiratory,8
Influenza,Respiratory,31
Unknown,Enteric,12
Influenza,Respiratory,9
Unknown,Respiratory,23
Unknown,Respiratory,16
Unknown,Enteric,8
Unknown,Respiratory,9
Unknown,Respiratory,9
Unknown,Respiratory,20
Unknown,Respiratory,9
Rhinovirus,Respiratory,13
Unknown,Respiratory,15
Unknown,Respiratory,17
Unknown,Respiratory,7
Influenza,Respiratory,9
Rhinovirus,Respiratory,11
Rhinovirus,Respiratory,13
Rhinovirus,Respiratory,12
Unknown,Enteric,7
Rhinovirus,Respiratory,8
Rhinovirus,Respiratory,14
Rhinovirus,Respiratory,28
Rhinovirus,Respiratory,8
Rhinovirus,Respiratory,12
Unknown,Enteric,12
Rhinovirus,Respiratory,8
Rhinovirus,Respiratory,19
Rhinovirus,Respiratory,17
Rhinovirus,Respiratory,15
Unknown,Respiratory,10
Influenza,Respiratory,14
Rhinovirus,Respiratory,21
Rhinovirus,Respiratory,14
Rhinovirus,Respiratory,8
Rhinovirus,Respiratory,22
Rhinovirus,Respiratory,31
Unknown,Respiratory,33
Rhinovirus,Respiratory,13
Rhinovirus,Respiratory,7
Rhinovirus,Respiratory,28
Rhinovirus,Respiratory,9
Rhinovirus,Respiratory,17
Rhinovirus,Respiratory,11
Influenza,Respiratory,21
Unknown,Enteric,5
Adenovirus,Respiratory,7
Rhinovirus,Respiratory,17
Unknown,Respiratory,8
Influenza,Respiratory,17
Unknown,Enteric,13
Rhinovirus,Respiratory,9
Rhinovirus,Respiratory,9
Unknown,Enteric,34
Rhinovirus,Respiratory,13
Rhinovirus,Respiratory,24
Rhinovirus,Respiratory,14
Unknown,Enteric,7
Unknown,Respiratory,16
Rhinovirus,Respiratory,7
Rhinovirus,Respiratory,28
Rhinovirus,Respiratory,9
Unknown,Enteric,7
Rhinovirus,Respiratory,14
Influenza,Respiratory,13
Clostridium Difficile,Enteric,57
Rhinovirus,Respiratory,18
Influenza,Respiratory,10
Rhinovirus,Respiratory,8
Influenza,Respiratory,33
Rhinovirus,Respiratory,11
Rhinovirus,Respiratory,15
Unknown,Respiratory,9
Rhinovirus,Respiratory,10
Influenza,Respiratory,19
Rhinovirus,Respiratory,16
Influenza,Respiratory,9
Rhinovirus,Respiratory,9
Influenza,Respiratory,9
Metapneumovirus,Respiratory,6
Unknown,Enteric,6
Unknown,Respiratory,13
Influenza,Respiratory,16
Rhinovirus,Respiratory,13
Coronavirus,Respiratory,16
Influenza,Respiratory,8
Influenza,Respiratory,8
Rhinovirus,Respiratory,23
Influenza,Respiratory,17
Influenza,Respiratory,7
Coronavirus,Respiratory,25
Influenza,Respiratory,35
Rhinovirus,Respiratory,9
Influenza,Respiratory,9
Influenza,Respiratory,12
Influenza,Respiratory,8
Influenza,Respiratory,8
Metapneumovirus,Respiratory,13
Influenza,Respiratory,11
Influenza,Respiratory,8
Influenza,Respiratory,7
RSV,Respiratory,17
Metapneumovirus,Respiratory,9
Influenza,Respiratory,15
Influenza,Respiratory,15
RSV,Respiratory,15
Rhinovirus,Respiratory,3
Influenza,Respiratory,15
Rhinovirus,Respiratory,23
Coronavirus,Respiratory,23
Influenza,Respiratory,16
Rhinovirus,Respiratory,10
Coronavirus,Respiratory,14
Unknown,Enteric,8
Metapneumovirus,Respiratory,11
Metapneumovirus,Respiratory,18
Metapneumovirus,Respiratory,12
Influenza,Respiratory,21
Influenza,Respiratory,14
Influenza,Respiratory,14
Influenza,Respiratory,11
Coronavirus,Respiratory,35
Unknown,Respiratory,15
Influenza,Respiratory,12
Coronavirus,Respiratory,18
Influenza,Respiratory,9
Influenza,Respiratory,14
Influenza,Respiratory,19
Coronavirus,Respiratory,15
RSV,Respiratory,20
Influenza,Respiratory,10
Unknown,Enteric,6
Influenza,Respiratory,9
Unknown,Enteric,5
RSV,Respiratory,7
Influenza,Respiratory,21
Influenza,Respiratory,21
Unknown,Enteric,17
RSV,Respiratory,17
RSV,Respiratory,6
Influenza,Respiratory,10
Influenza,Respiratory,9
Influenza,Respiratory,7
Influenza,Respiratory,16
Influenza,Respiratory,13
Metapneumovirus,Respiratory,7
Unknown,Enteric,11
Unknown,Enteric,6
Unknown,Enteric,9
Unknown,Enteric,10
Unknown,Enteric,13
Influenza,Respiratory,16
RSV,Respiratory,10
Coronavirus,Respiratory,13
Influenza,Respiratory,17
Influenza,Respiratory,7
Unknown,Enteric,13
Unknown,Enteric,12
Influenza,Respiratory,13
Unknown,Enteric,20
Influenza,Respiratory,12
Influenza,Respiratory,10
Influenza,Respiratory,10
Unknown,Enteric,4
Coronavirus,Respiratory,9
Coronavirus,Respiratory,12
RSV,Respiratory,9
Metapneumovirus,Respiratory,8
Influenza,Respiratory,17
Influenza,Respiratory,17
Influenza,Respiratory,9
Unknown,Enteric,11
Influenza,Respiratory,13
Coronavirus,Respiratory,12
Coronavirus,Respiratory,14
Influenza,Respiratory,9
Influenza,Respiratory,25
Unknown,Enteric,18
RSV,Respiratory,13
Influenza,Respiratory,10
RSV,Respiratory,14
Influenza,Respiratory,7
Unknown,Enteric,14
Influenza,Respiratory,10
Influenza,Respiratory,9
Influenza,Respiratory,10
RSV,Respiratory,25
Influenza,Respiratory,23
Influenza,Respiratory,23
Influenza,Respiratory,11
Influenza,Respiratory,12
Unknown,Enteric,12
Influenza,Respiratory,8
Influenza,Respiratory,7
Influenza,Respiratory,15
Influenza,Respiratory,20
Influenza,Respiratory,5
Unknown,Enteric,16
Unknown,Enteric,8
Unknown,Enteric,18
Influenza,Respiratory,19
Unknown,Enteric,11
Influenza,Respiratory,21
Coronavirus,Respiratory,25
Influenza,Respiratory,13
Influenza,Respiratory,9
Unknown,Enteric,32
RSV,Respiratory,38
Influenza,Respiratory,8
Coronavirus,Respiratory,11
Influenza,Respiratory,10
Influenza,Respiratory,20
Influenza,Respiratory,20
Influenza,Respiratory,9
RSV,Respiratory,9
Influenza,Respiratory,17
Influenza,Respiratory,11
RSV,Respiratory,10
Influenza,Respiratory,8
Unknown,Enteric,42
RSV,Respiratory,4
Influenza,Respiratory,20
RSV,Respiratory,7
Unknown,Respiratory,18
Unknown,Enteric,14
Influenza,Respiratory,15
Influenza,Respiratory,18
Unknown,Enteric,21
Influenza,Respiratory,21
Influenza,Respiratory,14
Influenza,Respiratory,13
Influenza,Respiratory,8
Influenza,Respiratory,10
Influenza,Respiratory,4
Influenza,Respiratory,22
Influenza,Respiratory,11
Influenza,Respiratory,15
Influenza,Respiratory,11
Influenza,Respiratory,12
Coronavirus,Respiratory,16
Influenza,Respiratory,17
Influenza,Respiratory,3
Influenza,Respiratory,16
Influenza,Respiratory,8
Influenza,Respiratory,12
RSV,Respiratory,21
Influenza,Respiratory,11
Influenza,Respiratory,8
Unknown,Enteric,17
Metapneumovirus,Respiratory,15
Metapneumovirus,Respiratory,15
Influenza,Respiratory,9
Influenza,Respiratory,18
Unknown,Enteric,11
Influenza,Respiratory,16
Influenza,Respiratory,18
Unknown,Enteric,13
RSV,Respiratory,24
Coronavirus,Respiratory,10
Unknown,Enteric,11
Influenza,Respiratory,14
Influenza,Respiratory,11
Unknown,Enteric,15
Influenza,Respiratory,12
Influenza,Respiratory,11
RSV,Respiratory,15
Influenza,Respiratory,12
RSV,Respiratory,20
Influenza,Respiratory,15
Unknown,Enteric,31
Influenza,Respiratory,9
Influenza,Respiratory,12
Influenza,Respiratory,9
Influenza,Respiratory,9
RSV,Respiratory,8
Influenza,Respiratory,14
Coronavirus,Respiratory,17
Influenza,Respiratory,12
Influenza,Respiratory,10
Influenza,Respiratory,8
Influenza,Respiratory,14
Influenza,Respiratory,15
Influenza,Respiratory,13
Influenza,Respiratory,13
Influenza,Respiratory,7
Influenza,Respiratory,14
Influenza,Respiratory,14
Influenza,Respiratory,17
Coronavirus,Respiratory,13
RSV,Respiratory,26
Unknown,Enteric,12
Unknown,Enteric,8
Influenza,Respiratory,11
Unknown,Enteric,6
Influenza,Respiratory,5
RSV,Respiratory,11
Unknown,Enteric,18
Unknown,Enteric,13
Influenza,Respiratory,8
Influenza,Respiratory,12
Influenza,Respiratory,12
RSV,Respiratory,9
Influenza,Respiratory,24
Influenza,Respiratory,8
Influenza,Respiratory,25
Influenza,Respiratory,14
Unknown,Enteric,6
Influenza,Respiratory,9
Unknown,Enteric,12
RSV,Respiratory,17
Influenza,Respiratory,11
Unknown,Enteric,9
Influenza,Respiratory,10
Unknown,Enteric,15
Influenza,Respiratory,9
Influenza,Respiratory,19
Influenza,Respiratory,11
Influenza,Respiratory,14
Rhinovirus,Respiratory,9
Influenza,Respiratory,24
RSV,Respiratory,8
Rhinovirus,Respiratory,10
Rhinovirus,Respiratory,17
RSV,Respiratory,17
Rhinovirus,Respiratory,18
Rhinovirus,Respiratory,16
RSV,Respiratory,29
Rhinovirus,Respiratory,20
Rhinovirus,Respiratory,13
Influenza,Respiratory,21
Rhinovirus,Respiratory,23
Rhinovirus,Respiratory,15
Influenza,Respiratory,41
Rhinovirus,Respiratory,8
Rhinovirus,Respiratory,21
RSV,Respiratory,24
Metapneumovirus,Respiratory,15
Influenza,Respiratory,19
Rhinovirus,Respiratory,13
Metapneumovirus,Respiratory,22
Rhinovirus,Respiratory,9
Rhinovirus,Respiratory,10
CPE,Other,35
Influenza,Respiratory,8
Metapneumovirus,Respiratory,12
Metapneumovirus,Respiratory,23
Rhinovirus,Respiratory,16
Influenza,Respiratory,12
Metapneumovirus,Respiratory,14
Influenza,Respiratory,14
RSV,Respiratory,14
RSV,Respiratory,6
Rhinovirus,Respiratory,12
Coronavirus,Respiratory,23
RSV,Respiratory,25
Rhinovirus,Respiratory,16
Coronavirus,Respiratory,28
Rhinovirus,Respiratory,28
Metapneumovirus,Respiratory,14
Rhinovirus,Respiratory,8
RSV,Respiratory,11
Rhinovirus,Respiratory,8
RSV,Respiratory,21
Rhinovirus,Respiratory,6
Coronavirus,Respiratory,13
Rhinovirus,Respiratory,52
RSV,Respiratory,12
Rhinovirus,Respiratory,19
Influenza,Respiratory,13
Metapneumovirus,Respiratory,37
Rhinovirus,Respiratory,37
Rhinovirus,Respiratory,20
RSV,Respiratory,20
Rhinovirus,Respiratory,26
Rhinovirus,Respiratory,21
RSV,Respiratory,21
Influenza,Respiratory,25
Influenza,Respiratory,15
Influenza,Respiratory,28
Influenza,Respiratory,37
Influenza,Respiratory,23
Rhinovirus,Respiratory,10
Rhinovirus,Respiratory,14
Rhinovirus,Respiratory,48
Metapneumovirus,Respiratory,17
Coronavirus,Respiratory,17
Metapneumovirus,Respiratory,82
Coronavirus,Respiratory,16
Metapneumovirus,Respiratory,24
Rhinovirus,Respiratory,24
RSV,Respiratory,16
Rhinovirus,Respiratory,11
Adenovirus,Enteric,16
Metapneumovirus,Respiratory,15
Influenza,Respiratory,15
Coronavirus,Respiratory,15
Influenza,Respiratory,8
RSV,Respiratory,16
Influenza,Respiratory,18
Coronavirus,Respiratory,18
Influenza,Respiratory,9
Coronavirus,Respiratory,13
Rhinovirus,Respiratory,24
Coronavirus,Respiratory,10
Influenza,Respiratory,9
Metapneumovirus,Respiratory,20
Coronavirus,Respiratory,20
Metapneumovirus,Respiratory,21
RSV,Respiratory,21
Influenza,Respiratory,14
Influenza,Respiratory,16
Influenza,Respiratory,25
Metapneumovirus,Respiratory,25
Metapneumovirus,Respiratory,21
Influenza,Respiratory,15
Metapneumovirus,Respiratory,17
Metapneumovirus,Respiratory,21
Rhinovirus,Respiratory,21
Influenza,Respiratory,21
Metapneumovirus,Respiratory,28
RSV,Respiratory,9
RSV,Respiratory,11
RSV,Respiratory,13
RSV,Respiratory,12
RSV,Respiratory,8
Influenza,Respiratory,9
Rhinovirus,Respiratory,15
RSV,Respiratory,20
RSV,Respiratory,20
Influenza,Respiratory,27
RSV,Respiratory,27
RSV,Respiratory,22
RSV,Respiratory,16
Coronavirus,Respiratory,11
CPE,Other,5
RSV,Respiratory,15
RSV,Respiratory,15
Rhinovirus,Respiratory,9
Rhinovirus,Respiratory,37
Influenza,Respiratory,13
RSV,Respiratory,15
Metapneumovirus,Respiratory,16
RSV,Respiratory,7
Influenza,Respiratory,16
Metapneumovirus,Respiratory,18
RSV,Respiratory,22
Influenza,Respiratory,9
Influenza,Respiratory,14
Metapneumovirus,Respiratory,13
Influenza,Respiratory,16
RSV,Respiratory,9
Unknown,Enteric,14
Influenza,Respiratory,16
RSV,Respiratory,13
Rhinovirus,Respiratory,25
Influenza,Respiratory,16
RSV,Respiratory,27
Coronavirus,Respiratory,29
RSV,Respiratory,23
Influenza,Respiratory,23
Influenza,Respiratory,17
RSV,Respiratory,19
RSV,Respiratory,26
Influenza,Respiratory,6
Influenza,Respiratory,10
RSV,Respiratory,35
RSV,Respiratory,20
Influenza,Respiratory,12
RSV,Respiratory,15
Influenza,Respiratory,28
RSV,Respiratory,28
Influenza,Respiratory,21
Influenza,Respiratory,15
RSV,Respiratory,28
Influenza,Respiratory,26
Metapneumovirus,Respiratory,26
RSV,Respiratory,22
RSV,Respiratory,26
RSV,Respiratory,26
Metapneumovirus,Respiratory,28
Metapneumovirus,Respiratory,17
Influenza,Respiratory,15
RSV,Respiratory,14
Influenza,Respiratory,22
Influenza,Respiratory,15
Influenza,Respiratory,8
Rhinovirus,Respiratory,21
Rhinovirus,Respiratory,7
Rhinovirus,Respiratory,33
Rhinovirus,Respiratory,19
Rhinovirus,Respiratory,6
Rhinovirus,Respiratory,16
Coronavirus,Respiratory,23
RSV,Respiratory,35
RSV,Respiratory,8
Coronavirus,Respiratory,13
Rhinovirus,Respiratory,15
Rhinovirus,Respiratory,15
Metapneumovirus,Respiratory,23
Metapneumovirus,Respiratory,23
Influenza,Respiratory,11
Coronavirus,Respiratory,14
Rhinovirus,Respiratory,14
Coronavirus,Respiratory,11
Metapneumovirus,Respiratory,18
RSV,Respiratory,9
Rhinovirus,Respiratory,20
Rhinovirus,Respiratory,7
Influenza,Respiratory,21
RSV,Respiratory,21
Rhinovirus,Respiratory,17
RSV,Respiratory,10
Coronavirus,Respiratory,16
Influenza,Respiratory,16
Rhinovirus,Respiratory,17
Coronavirus,Respiratory,13
Rhinovirus,Respiratory,10
Metapneumovirus,Respiratory,10
Coronavirus,Respiratory,17
RSV,Respiratory,17
RSV,Respiratory,13
RSV,Respiratory,25
Coronavirus,Respiratory,23
RSV,Respiratory,23
Coronavirus,Respiratory,19
Rhinovirus,Respiratory,21
Metapneumovirus,Respiratory,25
Adenovirus,Respiratory,20
Metapneumovirus,Respiratory,20
Influenza,Respiratory,9
Coronavirus,Respiratory,17
Coronavirus,Respiratory,20
Coronavirus,Respiratory,21
Coronavirus,Respiratory,14
Coronavirus,Respiratory,4
RSV,Respiratory,22
Coronavirus,Respiratory,11
Coronavirus,Respiratory,16
Metapneumovirus,Respiratory,15
Coronavirus,Respiratory,15
RSV,Respiratory,18
Coronavirus,Respiratory,14
Coronavirus,Respiratory,12
Coronavirus,Respiratory,14
RSV,Respiratory,17
Influenza,Respiratory,12
Coronavirus,Respiratory,13
RSV,Respiratory,13
Metapneumovirus,Respiratory,14
RSV,Respiratory,14
RSV,Respiratory,13
Coronavirus,Respiratory,11
RSV,Respiratory,12
RSV,Respiratory,12
RSV,Respiratory,24
RSV,Respiratory,25
RSV,Respiratory,9
